tournament,placing_id,category,gender,age_class,weight_kg,weight_bound,rank,medal,fighter,country,club,weighed,result_source
opsom5-doc-younger-pioneer,opsom5-doc-0001,Younger Pioneer Men -42 kg,Men,Younger Pioneer,42,under,1,gold,Goran Kotarčević,,Vojvodina Novi Sad,,reported
opsom5-doc-younger-pioneer,opsom5-doc-0002,Younger Pioneer Men -42 kg,Men,Younger Pioneer,42,under,2,silver,Zdravko Bijelić,,Sirmijum Sr.Mitrovica,,reported
opsom5-doc-younger-pioneer,opsom5-doc-0003,Younger Pioneer Men -42 kg,Men,Younger Pioneer,42,under,3,bronze,Milan Bašlić,,La Farge-BFC Beočin,,reported
opsom5-doc-younger-pioneer,opsom5-doc-0004,Younger Pioneer Women -45 kg,Women,Younger Pioneer,45,under,1,gold,Marijana Rakić,,Jedinstvo N.Bečej,,reported
opsom5-doc-younger-pioneer,opsom5-doc-0005,Younger Pioneer Women -45 kg,Women,Younger Pioneer,45,under,2,silver,Nikolina Ilkić,,Ruma Ruma,,reported
opsom5-doc-older-pioneer,opsom5-doc-0006,Older Pioneer Men -42 kg,Men,Older Pioneer,42,under,1,gold,Milan Rakita,,Jedinstvo N.Bečej,,reported
opsom5-doc-older-pioneer,opsom5-doc-0007,Older Pioneer Men -42 kg,Men,Older Pioneer,42,under,2,silver,Sima Barbul,,Srens Iđoš,,reported
opsom5-doc-older-pioneer,opsom5-doc-0008,Older Pioneer Men -42 kg,Men,Older Pioneer,42,under,3,bronze,Nemanja Aladić,,Milenijum N.Sad,,reported
opsom5-doc-older-pioneer,opsom5-doc-0009,Older Pioneer Men -45 kg,Men,Older Pioneer,45,under,1,gold,Zoran Janković,,Vojvodina Novi Sad,,reported
opsom5-doc-older-pioneer,opsom5-doc-0010,Older Pioneer Men -45 kg,Men,Older Pioneer,45,under,2,silver,David Stojanović,,La Farge-BFC Beočin,,reported
opsom5-doc-older-pioneer,opsom5-doc-0011,Older Pioneer Men -48 kg,Men,Older Pioneer,48,under,1,gold,Nebojša Božić,,Ruma Ruma,,reported
opsom5-doc-older-pioneer,opsom5-doc-0012,Older Pioneer Men -48 kg,Men,Older Pioneer,48,under,2,silver,Stefan Radošević,,Ruma Ruma,,reported
opsom5-doc-older-pioneer,opsom5-doc-0013,Older Pioneer Men -48 kg,Men,Older Pioneer,48,under,3,bronze,Ognjen Ranković,,La Farge-BFC Beočin,,reported
opsom5-doc-older-pioneer,opsom5-doc-0014,Older Pioneer Men -52 kg,Men,Older Pioneer,52,under,1,gold,Goran Olćan,,Jedinstvo N.Bečej,,reported
opsom5-doc-older-pioneer,opsom5-doc-0015,Older Pioneer Men -52 kg,Men,Older Pioneer,52,under,2,silver,Milenko Samardžić,,Milenijum N.Sad,,reported
opsom5-doc-older-pioneer,opsom5-doc-0016,Older Pioneer Men -52 kg,Men,Older Pioneer,52,under,3,bronze,Luka Hunić,,Kraljevec Zagreb HR,,reported
opsom5-doc-older-pioneer,opsom5-doc-0017,Older Pioneer Men -56 kg,Men,Older Pioneer,56,under,1,gold,Vuk Vesić,,Ruma Ruma,,reported
opsom5-doc-older-pioneer,opsom5-doc-0018,Older Pioneer Men -56 kg,Men,Older Pioneer,56,under,2,silver,Radoslav Pavlović,,Brodarska Beograd,,reported
opsom5-doc-older-pioneer,opsom5-doc-0019,Older Pioneer Men -75 kg,Men,Older Pioneer,75,under,1,gold,Luka Prtenjača,,Sesvete Zagreb HR,,reported
opsom5-doc-older-pioneer,opsom5-doc-0020,Older Pioneer Men -75 kg,Men,Older Pioneer,75,under,2,silver,Filip Pavlović,,Brodarska Beograd,,reported
opsom5-doc-junior,opsom5-doc-0021,Junior Women -65 kg,Women,Junior,65,under,1,gold,Teodora Manić,,Goran Ostojić Beograd,,reported
opsom5-doc-junior,opsom5-doc-0022,Junior Women -65 kg,Women,Junior,65,under,2,silver,Bojana Bradić,,Sirmijum Sr.Mitrovica,,reported
opsom5-doc-junior,opsom5-doc-0023,Junior Men -60 kg,Men,Junior,60,under,1,gold,Milan Knežević,,Stara Pazova,,reported
opsom5-doc-junior,opsom5-doc-0024,Junior Men -60 kg,Men,Junior,60,under,2,silver,Vladan Tadić,,Banat Zrenjanin,,reported
opsom5-doc-junior,opsom5-doc-0025,Junior Men -60 kg,Men,Junior,60,under,3,bronze,Luka Lešković,,Stubica Donja Stubica HR,,reported
opsom5-doc-junior,opsom5-doc-0026,Junior Men -65 kg,Men,Junior,65,under,1,gold,Sipan Prtenjača,,Sesvete Zagreb HR,,reported
opsom5-doc-junior,opsom5-doc-0027,Junior Men -65 kg,Men,Junior,65,under,2,silver,Stefan Miražić,,Sirmijum Sr.Mitrovica,,reported
opsom5-doc-junior,opsom5-doc-0028,Junior Men -65 kg,Men,Junior,65,under,3,bronze,Predrag Čović,,Ruma Ruma,,reported
opsom5-doc-junior,opsom5-doc-0029,Junior Men -70 kg,Men,Junior,70,under,1,gold,Silvije Kebet,,Stubica Donja Stubica HR,,reported
opsom5-doc-junior,opsom5-doc-0030,Junior Men -70 kg,Men,Junior,70,under,2,silver,Damjan Marković,,Ruma Ruma,,reported
opsom5-doc-junior,opsom5-doc-0031,Junior Men -70 kg,Men,Junior,70,under,3,bronze,Andrej Gavrilović,,Goran Ostojić Beograd,,reported
opsom5-doc-junior,opsom5-doc-0032,Junior Men -75 kg,Men,Junior,75,under,1,gold,Miloš Vračević,,Stara Pazova,,reported
opsom5-doc-junior,opsom5-doc-0033,Junior Men -75 kg,Men,Junior,75,under,2,silver,Andrijha Pantić,,Goran Ostojić Beograd,,reported
opsom5-doc-junior,opsom5-doc-0034,Junior Men -75 kg,Men,Junior,75,under,3,bronze,Nikola Čukić,,Goran Ostojić Beograd,,reported
opsom5-doc-junior,opsom5-doc-0035,Junior Men -80 kg,Men,Junior,80,under,1,gold,Sava Gluvić,,Goran Ostojić Beograd,,reported
opsom5-doc-junior,opsom5-doc-0036,Junior Men -80 kg,Men,Junior,80,under,2,silver,Vujadin Petrović,,Galaktik Sombor,,reported
opsom5-doc-junior,opsom5-doc-0037,Junior Men -80 kg,Men,Junior,80,under,3,bronze,Aleksandar Savić,,Goran Ostojić Beograd,,reported
opsom5-doc-junior,opsom5-doc-0038,Junior Men -85 kg,Men,Junior,85,under,1,gold,Nemanja Ćurčin,,Stara Pazova,,reported
opsom5-doc-junior,opsom5-doc-0039,Junior Men -85 kg,Men,Junior,85,under,2,silver,Dragan Maljković,,Stara Pazova,,reported
opsom5-doc-junior,opsom5-doc-0040,Junior Men -85 kg,Men,Junior,85,under,3,bronze,Aleksandar Dimitrijević,,Goran Ostojić Beograd,,reported
opsom5-doc-junior,opsom5-doc-0041,Junior Men +85 kg,Men,Junior,85,over,1,gold,Damir Plantić,,Sesvete Zagreb,,reported
opsom5-doc-junior,opsom5-doc-0042,Junior Men +85 kg,Men,Junior,85,over,2,silver,Nikola Nikolić,,Goran Ostojić Beograd,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0001,Cadet Men -48 kg,Men,Cadet,48,under,1,gold,Dragan Hajduković,,Ruma Ruma,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0002,Cadet Men -48 kg,Men,Cadet,48,under,2,silver,Milan Rakita,,Jedinstvo N.Bečej,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0003,Cadet Men -56 kg,Men,Cadet,56,under,1,gold,Vuk Vesić,,Ruma Ruma,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0004,Cadet Men -56 kg,Men,Cadet,56,under,2,silver,Nikola Parać,,Goran Ostojić BG,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0005,Cadet Men -56 kg,Men,Cadet,56,under,3,bronze,Nedeljko Popov,,Milenijum N.Sad,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0006,Cadet Men -60 kg,Men,Cadet,60,under,1,gold,Danilo Mitrović,,Ruma Ruma,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0007,Cadet Men -60 kg,Men,Cadet,60,under,2,silver,Marko Ružić,,Goran Ostojić BG,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0008,Cadet Men -60 kg,Men,Cadet,60,under,3,bronze,Žarko Sedoglavić,,Galaktik Sombor,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0009,Cadet Men -65 kg,Men,Cadet,65,under,1,gold,Bljend Martinaj,,Goran Ostojić Beogr.,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0010,Cadet Men -65 kg,Men,Cadet,65,under,2,silver,Srđan Vasilić,,King Sr.Mitrovica,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0011,Cadet Men -65 kg,Men,Cadet,65,under,3,bronze,Aleksandar Čalić,,Ruma Ruma,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0012,Cadet Men -70 kg,Men,Cadet,70,under,1,gold,Nemanja Komadina,,Galaktik Sombor,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0013,Cadet Men -70 kg,Men,Cadet,70,under,2,silver,Aleksandar Aladić,,Galaktik Sombor,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0014,Cadet Men -70 kg,Men,Cadet,70,under,3,bronze,Nikola Mirić,,Goran Ostojić BG,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0015,Cadet Men -75 kg,Men,Cadet,75,under,1,gold,Nikola Čukić,,Goran Ostojić Beograd,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0016,Cadet Men -75 kg,Men,Cadet,75,under,2,silver,Lazar Vujović,,Vojvodina N.Sad,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0017,Cadet Men -75 kg,Men,Cadet,75,under,3,bronze,Aleksandar Salajić,,Jedinstvo N.Bečej,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0018,Cadet Men -80 kg,Men,Cadet,80,under,1,gold,Vukašin Uzelac,,Banat Zrenjanin,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0019,Cadet Men -80 kg,Men,Cadet,80,under,2,silver,Stanko Novaković,,Vojvodina N.Sad,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0020,Cadet Men -85 kg,Men,Cadet,85,under,1,gold,Kopestinski Boris,,Gym Tonic N.Sad,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0021,Cadet Men -85 kg,Men,Cadet,85,under,2,silver,Milan Milijančević,,Feniks Provo,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0022,Cadet Men -85 kg,Men,Cadet,85,under,3,bronze,Marko Šuša,,Goran Ostojić Beograd,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0023,Cadet Men +85 kg,Men,Cadet,85,over,1,gold,Nikola Nikolić,,Goran Ostojić Beograd,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0024,Cadet Men +85 kg,Men,Cadet,85,over,2,silver,Stefan Zvezdić,,Goran Ostojić Beograd,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0025,Cadet Women -48 kg,Women,Cadet,48,under,1,gold,Radana Knežević,,Milenijum N.Sad,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0026,Cadet Women -48 kg,Women,Cadet,48,under,2,silver,Marijana Rakić,,Jedinstvo N.Bečej,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0027,Cadet Women -48 kg,Women,Cadet,48,under,3,bronze,Mirjana Manojlović,,Ruma Ruma,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0028,Cadet Women -60 kg,Women,Cadet,60,under,1,gold,Sanja Radin,,Jedinstvo N.Bečej,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0029,Cadet Women -60 kg,Women,Cadet,60,under,2,silver,Teodora Manić,,Gor.Ost. Beograd,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0030,Cadet Women -65 kg,Women,Cadet,65,under,1,gold,Bojana Andrejić,,Ruma Ruma,,reported
opvru3-doc-2010-cadet,opvru3-doc-2010-0031,Cadet Women -65 kg,Women,Cadet,65,under,2,silver,Bojana Bradić,,Sirmijum Sr.Mitrovica,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0032,Senior Women -60 kg,Women,Senior,60,under,1,gold,Sandra Zekić,,Vojvodina N.Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0033,Senior Women -60 kg,Women,Senior,60,under,2,silver,Sandra Radulović,,Sirmijum Sr.Mitrovica,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0034,Senior Men -56 kg,Men,Senior,56,under,1,gold,Strahinja Jovović,,Ruma,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0035,Senior Men -56 kg,Men,Senior,56,under,2,silver,Siniša Legen,,Ruma Ruma,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0036,Senior Men -56 kg,Men,Senior,56,under,3,bronze,Goran Rapić,,Milenijum N.Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0037,Senior Men -60 kg,Men,Senior,60,under,1,gold,Siniša Zeljković,,Vojvodina Novi Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0038,Senior Men -60 kg,Men,Senior,60,under,2,silver,Vladan Tadić,,Banat Zrenjanin,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0039,Senior Men -60 kg,Men,Senior,60,under,3,bronze,Stefan Miražić,,Sirmijum Sr.Mitrovica,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0040,Senior Men -65 kg,Men,Senior,65,under,1,gold,Mišo Gajić,,Sirmijum Sr.Mitrovica,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0041,Senior Men -65 kg,Men,Senior,65,under,2,silver,Darko Knežević,,Vojvodina N. Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0042,Senior Men -65 kg,Men,Senior,65,under,3,bronze,Darko Grujić,,Ruma Ruma,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0043,Senior Men -70 kg,Men,Senior,70,under,1,gold,Igor Šivoljicki,,Sirmijum Sr.Mitrovica,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0044,Senior Men -70 kg,Men,Senior,70,under,2,silver,Damjan Marković,,Ruma Ruma,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0045,Senior Men -70 kg,Men,Senior,70,under,3,bronze,Kosta Todorović,,Crni Zmaj Petrovaradin,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0046,Senior Men -75 kg,Men,Senior,75,under,1,gold,Miloš Vračević,,St.Pazova St.Pazova,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0047,Senior Men -75 kg,Men,Senior,75,under,2,silver,Miroslav Odžić,,Vojvodina N.Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0048,Senior Men -75 kg,Men,Senior,75,under,3,bronze,Milorad Mirkov,,Milenijum N.Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0049,Senior Men -80 kg,Men,Senior,80,under,1,gold,Siniša Knežević,,Gym Tonic N.Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0050,Senior Men -80 kg,Men,Senior,80,under,2,silver,Miloš Vijuk,,Ruma Ruma,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0051,Senior Men -80 kg,Men,Senior,80,under,3,bronze,Igor Pantić,,Vojvodina N.Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0052,Senior Men -85 kg,Men,Senior,85,under,1,gold,Ljubomir Čestić,,Ruma Ruma,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0053,Senior Men -85 kg,Men,Senior,85,under,2,silver,Srećko Paležević,,Goran Ostojić Beograd,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0054,Senior Men -85 kg,Men,Senior,85,under,3,bronze,Vujadin Petrović,,Galaktik Sombor,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0055,Senior Men +85 kg,Men,Senior,85,over,1,gold,Goran Bajšanski,,Vojvodina N.Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0056,Senior Men +85 kg,Men,Senior,85,over,2,silver,Ivo Debelić,,Vojvodina N.Sad,,reported
opvru3-doc-2010-senior,opvru3-doc-2010-0057,Senior Men +85 kg,Men,Senior,85,over,3,bronze,Aleksandar Dimitrijević,,G. Ostojić Beograd,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0001,Younger Pioneer Men -33 kg,Men,Younger Pioneer,33,under,1,gold,Dejan Ercegovac,,Ruma,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0002,Younger Pioneer Men -33 kg,Men,Younger Pioneer,33,under,2,silver,Luka Lisica,,Novi Sad,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0003,Younger Pioneer Men -33 kg,Men,Younger Pioneer,33,under,3,bronze,Aleksandar Paležević,,Feniks Provo,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0004,Younger Pioneer Men -39 kg,Men,Younger Pioneer,39,under,1,gold,Maksim Panić,,Vojvodina N.Sad,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0005,Younger Pioneer Men -39 kg,Men,Younger Pioneer,39,under,2,silver,Branko Kovačević,,Goran Ost. BG,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0006,Younger Pioneer Men -42 kg,Men,Younger Pioneer,42,under,1,gold,Zdravko Bijelić,,Sirmijum Sr.Mitr.,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0007,Younger Pioneer Men -42 kg,Men,Younger Pioneer,42,under,2,silver,Radovan Simić,,Feniks Provo,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0008,Younger Pioneer Men -52 kg,Men,Younger Pioneer,52,under,1,gold,Milan Jovanović,,Milenijum N.Sad,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0009,Younger Pioneer Men -52 kg,Men,Younger Pioneer,52,under,2,silver,Stefan Rasimić,,LaFarge-BFC Beočin,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0010,Younger Pioneer Men -65 kg,Men,Younger Pioneer,65,under,1,gold,Milan Vasović,,Vojvodina N.Sad,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0011,Younger Pioneer Men -65 kg,Men,Younger Pioneer,65,under,2,silver,Dejan Tolić,,MS GYM Senta,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0012,Younger Pioneer Men -65 kg,Men,Younger Pioneer,65,under,3,bronze,Gojko Pilić,,MS GYM Senta,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0013,Older Pioneer Men -48 kg,Men,Older Pioneer,48,under,1,gold,Stefan Radošević,,Ruma Ruma,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0014,Older Pioneer Men -48 kg,Men,Older Pioneer,48,under,2,silver,Nemanja Purić,,Feniks Provo,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0015,Older Pioneer Men -48 kg,Men,Older Pioneer,48,under,3,bronze,Nebojša Božić,,Ruma Ruma,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0016,Older Pioneer Men -52 kg,Men,Older Pioneer,52,under,1,gold,Milenko Samardžić,,Milenijum N.Sad,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0017,Older Pioneer Men -52 kg,Men,Older Pioneer,52,under,2,silver,Nemanja Kovačević,,Sirmijum Sr.Mitr.,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0018,Older Pioneer Men -52 kg,Men,Older Pioneer,52,under,3,bronze,Aleksandar Borozanović,,Gor. Ost. BG,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0019,Older Pioneer Men -56 kg,Men,Older Pioneer,56,under,1,gold,Vuk Vesić,,Ruma Ruma,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0020,Older Pioneer Men -56 kg,Men,Older Pioneer,56,under,2,silver,Nikola Kerezović,,Galaktik Sombor,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0021,Older Pioneer Men -60 kg,Men,Older Pioneer,60,under,1,gold,Žarko Sedoglavić,,Galaktik Sombor,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0022,Older Pioneer Men -60 kg,Men,Older Pioneer,60,under,2,silver,Vukašin Stupar,,Vojvodina N.Sad,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0023,Older Pioneer Men -60 kg,Men,Older Pioneer,60,under,3,bronze,Milan Popović,,Feniks Provo,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0024,Older Pioneer Men -70 kg,Men,Older Pioneer,70,under,1,gold,Lazar Vujović,,Vojvodina N.Sad,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0025,Older Pioneer Men -70 kg,Men,Older Pioneer,70,under,2,silver,Aleksandar Dragović,,Vojv. N.S.,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0026,Older Pioneer Men -70 kg,Men,Older Pioneer,70,under,3,bronze,Aleksandar Aladić,,Galaktik Sombor,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0027,Younger Pioneer Women -33 kg,Women,Younger Pioneer,33,under,1,gold,Fleis Emeše,,MS GYM Senta,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0028,Younger Pioneer Women -33 kg,Women,Younger Pioneer,33,under,2,silver,Dominika Berta,,MS GYM Senta,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0029,Younger Pioneer Women -42 kg,Women,Younger Pioneer,42,under,1,gold,Nikolina Ilkić,,Ruma Ruma,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0030,Younger Pioneer Women -42 kg,Women,Younger Pioneer,42,under,2,silver,Galina Prudkov,,MS GYM Senta,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0031,Younger Pioneer Women -56 kg,Women,Younger Pioneer,56,under,1,gold,Jelena Sedoglavić,,Galaktik Sombor,,reported
opvru4-doc-2010-younger-pioneer,opvru4-doc-2010-0032,Younger Pioneer Women -56 kg,Women,Younger Pioneer,56,under,2,silver,Jelena Milosavljević,,MS GYM Senta,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0033,Older Pioneer Women -48 kg,Women,Older Pioneer,48,under,1,gold,Slavica Paležević,,Feniks Provo,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0034,Older Pioneer Women -48 kg,Women,Older Pioneer,48,under,2,silver,Radana Knežević,,Milenijum N.Sad,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0035,Older Pioneer Women -48 kg,Women,Older Pioneer,48,under,3,bronze,Marijana Rakić,,Jedinstvo N.Bečej,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0036,Older Pioneer Women -56 kg,Women,Older Pioneer,56,under,1,gold,Jovana Prgomelja,,Ruma Ruma,,reported
opvru4-doc-2010-older-pioneer,opvru4-doc-2010-0037,Older Pioneer Women -56 kg,Women,Older Pioneer,56,under,2,silver,Jelena Paležević,,Feniks Provo,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0038,Junior Women -52 kg,Women,Junior,52,under,1,gold,Slađana Janković,,Best Bečej,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0039,Junior Women -52 kg,Women,Junior,52,under,2,silver,Mina Maričić,,Sirmijum Sr.Mitrovica,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0040,Junior Women -60 kg,Women,Junior,60,under,1,gold,Sanja Radin,,Jedinstvo N.Bečej,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0041,Junior Women -60 kg,Women,Junior,60,under,2,silver,Milica Nedeljković,,Vojvodina N.Sad,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0042,Junior Women -60 kg,Women,Junior,60,under,2,silver,Tijana Petković,,Sirmijum Sr.Mitrov.,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0043,Junior Women -65 kg,Women,Junior,65,under,1,gold,Teodora Manić,,Goran Ostojić BG,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0044,Junior Women -65 kg,Women,Junior,65,under,2,silver,Bojana Bradić,,Sirmijum Sr.Mitrovica,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0045,Junior Women -65 kg,Women,Junior,65,under,3,bronze,Katarina Etinski,,Best Bečej,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0046,Junior Men -60 kg,Men,Junior,60,under,1,gold,Strahinja Jovović,,Ruma,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0047,Junior Men -60 kg,Men,Junior,60,under,2,silver,Marko Ružić,,Gor.Ost. Beograd,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0048,Junior Men -60 kg,Men,Junior,60,under,3,bronze,Siniša Legen,,Ruma Ruma,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0049,Junior Men -65 kg,Men,Junior,65,under,1,gold,Bljend Martinaj,,Gor.Ost. Beograd,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0050,Junior Men -65 kg,Men,Junior,65,under,2,silver,Predrag Čović,,Ruma Ruma,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0051,Junior Men -65 kg,Men,Junior,65,under,3,bronze,Aleksandar Šarac,,Sirmijum Sr.Mitr.,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0052,Junior Men -70 kg,Men,Junior,70,under,1,gold,Damjan Marković,,Ruma Ruma,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0053,Junior Men -70 kg,Men,Junior,70,under,2,silver,Andrej Gavrilović,,Gor.Ost. Beograd,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0054,Junior Men -70 kg,Men,Junior,70,under,3,bronze,Nemanja Komadina,,Galaktik Somb.,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0055,Junior Men -75 kg,Men,Junior,75,under,1,gold,Nikola Čukić,,Gor.Ost. Beograd,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0056,Junior Men -75 kg,Men,Junior,75,under,2,silver,Miloš Vraćević,,Stara Pazova,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0057,Junior Men -75 kg,Men,Junior,75,under,3,bronze,Milorad Mirkov,,Milenijum N.Sad,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0058,Junior Men -80 kg,Men,Junior,80,under,1,gold,Feđa Piščević,,Gor.Ost. Beograd,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0059,Junior Men -80 kg,Men,Junior,80,under,2,silver,Milan Savanović,,Ruma Ruma,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0060,Junior Men -80 kg,Men,Junior,80,under,3,bronze,Ileš Pap,,Vojvodina N.Sad,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0061,Junior Men -85 kg,Men,Junior,85,under,1,gold,Aleksndar Dimitrijević,,Gor.Ost. Beograd,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0062,Junior Men -85 kg,Men,Junior,85,under,2,silver,Dušan Macura,,Gor.Ost. Beograd,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0063,Junior Men -85 kg,Men,Junior,85,under,3,bronze,Robert Ignjatović,,Brodarska Beograd,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0064,Junior Men +85 kg,Men,Junior,85,over,1,gold,Srećko Paležević,,Goran Ostojić Beograd,,reported
opvru4-doc-2010-junior,opvru4-doc-2010-0065,Junior Men +85 kg,Men,Junior,85,over,2,silver,Milan Milijančević,,Feniks Provo,,reported
