bout_id,date,time,ring,category,agecat,weightcat,phase,poule,red,red_country,blue,blue_country,red_points,blue_points,winner_corner,winner,loser,decision,status,result_source
b249,2026-09-12,09:32,1,Senior Men Assaut -85 kg,5,10,1/4,,DEMOUGEOT Franck,France,James Southwood,Great Britain,3,1,red,DEMOUGEOT Franck,James Southwood,points,decided,reported
b250,2026-09-12,09:32,2,Senior Men Assaut -85 kg,5,10,1/4,,MASSAMBA MAR,Senegal,VAN HOECKE CHRIS,Belgium,3,1,red,MASSAMBA MAR,VAN HOECKE CHRIS,points,decided,reported
b251,2026-09-12,09:32,3,Senior Men Assaut -85 kg,5,10,1/4,,Emanuel Šprem,Croatia,Olivier Foult,Canada,1,3,blue,Olivier Foult,Emanuel Šprem,points,decided,reported
b252,2026-09-12,09:45,1,Senior Men Assaut -85 kg,5,10,1/4,,Masoud Askari,Iran,Riad Idjellidaine,Algeria,1,3,blue,Riad Idjellidaine,Masoud Askari,points,decided,reported
b253,2026-09-12,09:45,2,Senior Women Assaut -52 kg,6,2,1/4,,DELAPLESSE Arwen,France,Mariko HARA,Japan,3,1,red,DELAPLESSE Arwen,Mariko HARA,points,decided,reported
b254,2026-09-12,09:45,3,Senior Women Assaut -52 kg,6,2,1/4,,Kira TOROPOVA,Neutral Athlete,KONOVALCHUK ANASTASIIA,Ukraine,1,3,blue,KONOVALCHUK ANASTASIIA,Kira TOROPOVA,points,decided,reported
b255,2026-09-12,09:58,1,Senior Women Assaut -52 kg,6,2,1/4,,Georlice Kelia Lollos,Italy,Stefania Aleksandrova,Bulgaria,1,3,blue,Stefania Aleksandrova,Georlice Kelia Lollos,points,decided,reported
b256,2026-09-12,09:58,2,Senior Women Assaut -52 kg,6,2,1/4,,Marianna ZACCARO,Slovenia,Louisa Furniss,Great Britain,1,3,blue,Louisa Furniss,Marianna ZACCARO,points,decided,reported
b257,2026-09-12,11:15,1,Senior Men Assaut -56 kg,5,3,1/2,,Cheikh THIAM,Senegal,Anthony Ghassiri,Algeria,3,1,red,Cheikh THIAM,Anthony Ghassiri,points,decided,reported
b258,2026-09-12,11:15,2,Senior Men Assaut -56 kg,5,3,1/2,,CAVROT-WESTERLINCK Ethan,France,ALAKBAR KHANMAMMADOV,Azerbaijan,3,1,red,CAVROT-WESTERLINCK Ethan,ALAKBAR KHANMAMMADOV,points,decided,reported
b259,2026-09-12,11:15,3,Senior Men Assaut -60kg,5,4,1/2,,LAURENT Medhi,France,Yasin IBRAHIMOV,Azerbaijan,3,1,red,LAURENT Medhi,Yasin IBRAHIMOV,points,decided,reported
b260,2026-09-12,11:28,1,Senior Men Assaut -60kg,5,4,1/2,,Gregory THOMASOO,Mauritius,Kais Garayalde,Algeria,3,1,red,Gregory THOMASOO,Kais Garayalde,points,decided,reported
b261,2026-09-12,11:28,2,Senior Men Assaut -65 kg,5,5,1/2,,Nihat GULIYEV,Azerbaijan,DESARME Pierre-Ley,France,1,3,blue,DESARME Pierre-Ley,Nihat GULIYEV,points,decided,reported
b262,2026-09-12,11:28,3,Senior Men Assaut -65 kg,5,5,1/2,,Florian SUBDURALLY,Mauritius,Szabára Dávid,Hungary,1,3,blue,Szabára Dávid,Florian SUBDURALLY,points,decided,reported
b263,2026-09-12,11:41,1,Senior Men Assaut -70 kg,5,6,1/2,,GHASSIRI Johan,France,MohammadHossein Fallah,Iran,3,1,red,GHASSIRI Johan,MohammadHossein Fallah,points,decided,reported
b264,2026-09-12,11:41,2,Senior Men Assaut -70 kg,5,6,1/2,,DIRICQ ENZO,Belgium,Robert Rijetković,Croatia,1,3,blue,Robert Rijetković,DIRICQ ENZO,points,decided,reported
b265,2026-09-12,11:41,3,Senior Men Assaut -75 kg,5,7,1/2,,Farzam Fallah,Iran,GARCIA Iden,France,1,3,blue,GARCIA Iden,Farzam Fallah,points,decided,reported
b266,2026-09-12,11:54,1,Senior Men Assaut -75 kg,5,7,1/2,,Bartol Pavičić,Croatia,Simone Cogrossi,Italy,3,1,red,Bartol Pavičić,Simone Cogrossi,points,decided,reported
b267,2026-09-12,11:54,2,Senior Men Assaut -80 kg,5,9,1/2,,Grigorii DROGIN,Neutral Athlete,LACHENAL Edouard,Switzerland,1,3,blue,LACHENAL Edouard,Grigorii DROGIN,points,decided,reported
b268,2026-09-12,11:54,3,Senior Men Assaut -80 kg,5,9,1/2,,IDRISSA SAGNA,Senegal,BIENVENU Jovan,France,1,3,blue,BIENVENU Jovan,IDRISSA SAGNA,points,decided,reported
b269,2026-09-12,13:15,1,Senior Men Assaut -85 kg,5,10,1/2,,DEMOUGEOT Franck,France,MASSAMBA MAR,Senegal,3,1,red,DEMOUGEOT Franck,MASSAMBA MAR,points,decided,reported
b270,2026-09-12,13:15,2,Senior Women Assaut -65 kg,6,5,1/2,,SERENA Fanny,France,Giulia Triolo,Italy,3,1,red,SERENA Fanny,Giulia Triolo,points,decided,reported
b271,2026-09-12,13:15,3,Senior Men Assaut +85 kg,5,11,1/2,,Zan ŠUBELJ,Slovenia,NAROU Yoann,France,1,3,blue,NAROU Yoann,Zan ŠUBELJ,points,decided,reported
b272,2026-09-12,13:28,1,Senior Men Assaut +85 kg,5,11,1/2,,Balla TRAORÉ,Mali,Nikola Vukčević,Serbia,1,3,blue,Nikola Vukčević,Balla TRAORÉ,points,decided,reported
b273,2026-09-12,13:28,2,Senior Women Assaut -60kg,6,4,1/2,,ROUSSY Noa,France,Arijana Otašević,Serbia,3,1,red,ROUSSY Noa,Arijana Otašević,points,decided,reported
b274,2026-09-12,13:28,3,Senior Women Assaut -48 kg,6,1,1/2,,Lidia Abazovski,Serbia,Viktoria Vogel,Austria,3,1,red,Lidia Abazovski,Viktoria Vogel,points,decided,reported
b275,2026-09-12,13:41,1,Senior Women Assaut -52 kg,6,2,1/2,,DELAPLESSE Arwen,France,KONOVALCHUK ANASTASIIA,Ukraine,3,1,red,DELAPLESSE Arwen,KONOVALCHUK ANASTASIIA,points,decided,reported
b276,2026-09-12,13:41,2,Senior Women Assaut -75 kg,6,7,1/2,,AYBÜKE SUÇIKAR,Turkey,DJONDO Sara,France,,3,blue,DJONDO Sara,AYBÜKE SUÇIKAR,disqualification,decided,reported
b277,2026-09-12,13:41,3,Senior Women Assaut -56 kg,6,3,1/2,,Bukovinszky Luca,Hungary,Katarina Klarić,Croatia,1,3,blue,Katarina Klarić,Bukovinszky Luca,points,decided,reported
b278,2026-09-12,13:54,1,Senior Women Assaut -56 kg,6,3,1/2,,LOBJEOIS Gwendoline,France,Asia Carducci,Italy,3,1,red,LOBJEOIS Gwendoline,Asia Carducci,points,decided,reported
b279,2026-09-12,13:54,2,Senior Women Assaut -52 kg,6,2,1/2,,Stefania Aleksandrova,Bulgaria,Louisa Furniss,Great Britain,3,1,red,Stefania Aleksandrova,Louisa Furniss,points,decided,reported
b280,2026-09-12,13:54,3,Senior Women Assaut -60kg,6,4,1/2,,Maria BEN MOUSSA,Algeria,Anastasiia TSVETKOVA,Neutral Athlete,3,1,red,Maria BEN MOUSSA,Anastasiia TSVETKOVA,points,decided,reported
b281,2026-09-12,14:07,1,Senior Women Assaut -65 kg,6,5,1/2,,LEMAIRE EMMA,Belgium,Gabriela Tsenkova,Bulgaria,3,1,red,LEMAIRE EMMA,Gabriela Tsenkova,points,decided,reported
b282,2026-09-12,14:07,2,Senior Men Assaut -85 kg,5,10,1/2,,Olivier Foult,Canada,Riad Idjellidaine,Algeria,1,3,blue,Riad Idjellidaine,Olivier Foult,points,decided,reported
b283,2026-09-12,14:07,3,Senior Women Assaut -70 kg,6,6,1/2,,BUGADA Marine,France,Soraya Bouzidi,Canada,3,1,red,BUGADA Marine,Soraya Bouzidi,points,decided,reported
b284,2026-09-12,14:20,1,Senior Women Assaut -70 kg,6,6,1/2,,Jessica NOMBREUSE,Mauritius,MINET GWENAËLLE,Belgium,1,3,blue,MINET GWENAËLLE,Jessica NOMBREUSE,points,decided,reported
b285,2026-09-12,14:20,2,Senior Women Assaut -48 kg,6,1,1/2,,NANDI Chloe,France,Helena Beljak,Croatia,3,1,red,NANDI Chloe,Helena Beljak,points,decided,reported
b286,2026-09-12,14:20,3,Senior Women Assaut -75 kg,6,7,1/2,,Jelena Sedoglavić,Serbia,Chanistha JOSHI,Mauritius,3,,red,Jelena Sedoglavić,Chanistha JOSHI,disqualification,decided,reported
b287,2026-09-12,14:45,2,Senior Men Assaut -60kg,5,4,final,,LAURENT Medhi,France,Gregory THOMASOO,Mauritius,3,1,red,LAURENT Medhi,Gregory THOMASOO,points,decided,reported
b288,2026-09-12,15:00,2,Senior Women Assaut -75 kg,6,7,final,,DJONDO Sara,France,Jelena Sedoglavić,Serbia,3,1,red,DJONDO Sara,Jelena Sedoglavić,points,decided,reported
b289,2026-09-12,15:45,2,Senior Women Assaut -65 kg,6,5,final,,LEMAIRE EMMA,Belgium,SERENA Fanny,France,1,3,blue,SERENA Fanny,LEMAIRE EMMA,points,decided,reported
b290,2026-09-12,16:00,2,Senior Women Assaut -60kg,6,4,final,,ROUSSY Noa,France,Maria BEN MOUSSA,Algeria,3,1,red,ROUSSY Noa,Maria BEN MOUSSA,points,decided,reported
b291,2026-09-12,16:30,2,Senior Men Assaut +85 kg,5,11,final,,NAROU Yoann,France,Nikola Vukčević,Serbia,1,3,blue,Nikola Vukčević,NAROU Yoann,points,decided,reported
b292,2026-09-12,18:30,2,Senior Men Assaut -70 kg,5,6,final,,GHASSIRI Johan,France,Robert Rijetković,Croatia,3,1,red,GHASSIRI Johan,Robert Rijetković,points,decided,reported
b293,2026-09-12,18:45,2,Senior Women Assaut -52 kg,6,2,final,,DELAPLESSE Arwen,France,Stefania Aleksandrova,Bulgaria,3,1,red,DELAPLESSE Arwen,Stefania Aleksandrova,points,decided,reported
b294,2026-09-12,19:00,2,Senior Men Assaut -65 kg,5,5,final,,DESARME Pierre-Ley,France,Szabára Dávid,Hungary,3,1,red,DESARME Pierre-Ley,Szabára Dávid,points,decided,reported
b295,2026-09-12,19:15,2,Senior Women Assaut -70 kg,6,6,final,,BUGADA Marine,France,MINET GWENAËLLE,Belgium,3,1,red,BUGADA Marine,MINET GWENAËLLE,points,decided,reported
b296,2026-09-12,19:30,2,Senior Women Assaut -48 kg,6,1,final,,NANDI Chloe,France,Lidia Abazovski,Serbia,3,1,red,NANDI Chloe,Lidia Abazovski,points,decided,reported
b297,2026-09-12,20:30,2,Senior Men Assaut -85 kg,5,10,final,,DEMOUGEOT Franck,France,Riad Idjellidaine,Algeria,1,3,blue,Riad Idjellidaine,DEMOUGEOT Franck,points,decided,reported
b298,2026-09-12,20:45,2,Senior Women Assaut +75 kg,6,8,final,,POCHET Lohane,France,TOUSSAINT MARGUERITE,Belgium,3,1,red,POCHET Lohane,TOUSSAINT MARGUERITE,points,decided,reported
b299,2026-09-12,21:00,2,Senior Men Assaut -56 kg,5,3,final,,Cheikh THIAM,Senegal,CAVROT-WESTERLINCK Ethan,France,3,1,red,Cheikh THIAM,CAVROT-WESTERLINCK Ethan,points,decided,reported
b300,2026-09-12,21:15,2,Senior Men Assaut -80 kg,5,9,final,,LACHENAL Edouard,Switzerland,BIENVENU Jovan,France,1,3,blue,BIENVENU Jovan,LACHENAL Edouard,points,decided,reported
b301,2026-09-12,21:30,2,Senior Women Assaut -56 kg,6,3,final,,Katarina Klarić,Croatia,LOBJEOIS Gwendoline,France,1,3,blue,LOBJEOIS Gwendoline,Katarina Klarić,points,decided,reported
b302,2026-09-12,21:45,2,Senior Men Assaut -75 kg,5,7,final,,GARCIA Iden,France,Bartol Pavičić,Croatia,1,3,blue,Bartol Pavičić,GARCIA Iden,points,decided,reported
