tournament,bout_id,date,time,ring,category,gender,age_class,weight_kg,weight_bound,phase,poule,red,red_country,red_club,red_weighed,blue,blue_country,blue_club,blue_weighed,red_points,blue_points,red_warnings,blue_warnings,winner_corner,winner,loser,decision,decision_detail,status,result_source
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-010,,,,Junior Men -70 kg,Men,Junior,70,under,,,LE BOUBENNEC Florian,,TREGOR SAVATE CLUB 22016,,MAMET Simon,,VERSAILLES BF 78018,,,,,,,,,,,unresolved,
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-011,,,,Junior Men -75 kg,Men,Junior,75,under,,,MASMODI Rida,,CO ULIS BFS 91004,,MASOKA MAPENDO Benjamin,,ESC BOXING CLUB 92029,,,,,,,,,,,unresolved,
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-012,,,,Junior Men -75 kg,Men,Junior,75,under,,,STEFFEN David,,BF SAVERNE 67014,,IREP Kévin,,AS EVRY SBF 91800,,,,,,,,,,,unresolved,
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-014,,,,Junior Men -85 kg,Men,Junior,85,under,,,GILSON Titouan,,VERSAILLES BF 78018,,ROUZIOUX François,,ECOLE SAVATE AGEN 47001,,,,,,,,,,,unresolved,
livret-espoir-resultat-v1-plescop-v2-pdf,livret-espoir-resultat-v1-plescop-v2-pdf-01-final,,,,Men open,Men,,,over,final,,ORY Gabin K.C.W. Section Multi-boxe,,,,MAGNANO Loris,,SAVATE SAINT CHRISTOL,,,,,,,ORY Gabin K.C.W. Section Multi-boxe,MAGNANO Loris,points,Unanimité,decided,reported
livret-espoir-resultat-v1-plescop-v2-pdf,livret-espoir-resultat-v1-plescop-v2-pdf-02-final,,,,Men -56 kg,Men,,56,under,final,,LELONG Enzo IMPACT MULTI BOXE,,UNANIMTE,,SAUVAGE Théo,,B.F.S. CLUB THIERNOIS,,,,,,,LELONG Enzo IMPACT MULTI BOXE,SAUVAGE Théo,,,decided,reported
livret-espoir-resultat-v1-plescop-v2-pdf,livret-espoir-resultat-v1-plescop-v2-pdf-03-final,,,,Men -60 kg,Men,,60,under,final,,BABAGBETO Napua,,ROYAL BOXING CLUB,,BEN ARIEN Tony,,IMPACT MULTI BOXE,,,,,,,BABAGBETO Napua,BEN ARIEN Tony,points,Unanimité,decided,reported
livret-espoir-resultat-v1-plescop-v2-pdf,livret-espoir-resultat-v1-plescop-v2-pdf-04-final,,,,Men -65 kg,Men,,65,under,final,,LONCHAMP Timothé,,BFS BELLEVILLOIS,,VIVIER PIERRICK,,BF PROVENCE,,,,,,,LONCHAMP Timothé,VIVIER PIERRICK,points,Unanimité,decided,reported
livret-espoir-resultat-v1-plescop-v2-pdf,livret-espoir-resultat-v1-plescop-v2-pdf-05-final,,,,Men -70 kg,Men,,70,under,final,,DEBONO Theo,,BFGB,,RICHARD Gabriel,,SA MERIGNAC BF,,,,,,,DEBONO Theo,RICHARD Gabriel,points,Majorité,decided,reported
livret-espoir-resultat-v1-plescop-v2-pdf,livret-espoir-resultat-v1-plescop-v2-pdf-06-final,,,,Men -75 kg,Men,,75,under,final,,SEMASKA Lazhar,,LOIRE BF,,QADRI Elyas,,SA MERIGNAC BF,,,,,,,SEMASKA Lazhar,QADRI Elyas,points,Unanimité,decided,reported
livret-espoir-resultat-v1-plescop-v2-pdf,livret-espoir-resultat-v1-plescop-v2-pdf-07-final,,,,Men -80 kg,Men,,80,under,final,,NGUENDE Warren joel,,CSMEAUX BOXE ACT PUGILISTIQUE,,LARTOT Ethan Saint fons gerland savate,,,,,,,,,NGUENDE Warren joel,LARTOT Ethan Saint fons gerland savate,points,Majorité,decided,reported
livret-espoir-resultat-v1-plescop-v2-pdf,livret-espoir-resultat-v1-plescop-v2-pdf-08-final,,,,Men -85 kg,Men,,85,under,final,,MECHIN Baptiste,,PLANETE BORG,,LO Quentin,,CACCIATORE BOXING CLUB,,,,,,,MECHIN Baptiste,LO Quentin,points,Unanimité,decided,reported
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-001,,,,Junior Women open,Women,Junior,,over,poule,,DELORE MILLES (CARTON) Emilie,,SENS ARTS MARTIAUX 89003,,GIMENEZ Chlo?,,BOXING CLUB RIOMOIS 15 15007,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-002,,,,Junior Women open,Women,Junior,,over,poule,,JOLIBIS DIEU Manon U S,,CRETEIL 94002,,LESCALLIER Lea,,KRAKEN BOXING CLUB 91042,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-003,,,,Junior Women -48 kg,Women,Junior,48,under,poule,,BIENVENU Kelly,,LA SAVATE CAPELLOISE 2007,,DELAIR Valentine,,SBF MIONNAY 1003,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-004,,,,Junior Women -48 kg,Women,Junior,48,under,poule,,GAYRARD Emmanuelle,,NARBONNE SAVATE MEDITERRANEE 11013,,LE COUEDIC Lena,,GANT DHERMINE VANNETAIS 56005,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-005,,,,Junior Women -48 kg,Women,Junior,48,under,poule,,PERRELLE C?cilia,,USM BLAINVILLE 14004,,PROVENZANO Am?lie,,DYNAMIK BOXING CLUB 42016,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-006,,,,Junior Women -48 kg,Women,Junior,48,under,poule,,ROUMANEIX Sandy,,SBF Rebais 77 77069,,ZANELLA Angelina,,BOXE FRANCAISE SAVATE DE JOEUF 54010,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-007,,,,Junior Women -52 kg,Women,Junior,52,under,poule,,BAHLOUL Aiye,,B.F.S Boxe Fran?aise Savate Stras 67005,,BEAULATON Delphine,,LYON SAVATE 69002,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-008,,,,Junior Women -52 kg,Women,Junior,52,under,poule,,BELLESSORT Margeaux,,SBF DE CLUSES 74001,,CHARTIER Elfie,,BF PARADIS 13023,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-009,,,,Junior Women -52 kg,Women,Junior,52,under,poule,,DEFARGES Erine,,CAEN ETUDIANTS CLUB 14001,,FREY L?na,,GANT DOR DE HOUILLES 78029,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-010,,,,Junior Women -52 kg,Women,Junior,52,under,poule,,HUREAU Maeva,,IMPACTS 33 33001,,LE GALL M?lanie,,KBMA 29028,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-011,,,,Junior Women -56 kg,Women,Junior,56,under,poule,,BAUMGART Maryline,,K.C.W. Section Multi-boxe 68003,,CORR?G? Lise,,SAVATE BOXING CLUB 74011,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-012,,,,Junior Women -56 kg,Women,Junior,56,under,poule,,CRISCI Maina,,TEAM POLLUX FLAYOSCAIS 83011,,ESPINASSE-COURTES Thylane,,AC BOULOGNE BILLANCOURT 92014,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-013,,,,Junior Women -56 kg,Women,Junior,56,under,poule,,FENEYROLLES Marie,,LYON SAVATE 69002,,LAMOUR Romane,,SAVATE SAINTE ANNE 56020,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-014,,,,Junior Women -56 kg,Women,Junior,56,under,poule,,LENGRAND Alexia,,WIGNEHIES SBC 59006,,LOBA Priscille,,TOULOUSE MULTI-BOXE 31040,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-015,,,,Junior Women -56 kg,Women,Junior,56,under,poule,,PARENT Virginie,,BOXE DES CHAMPS 79005,,SEILLERY Oriane,,HEROUVILLE INTER BOXES 14007,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-016,,,,Junior Women -60 kg,Women,Junior,60,under,poule,,BOURGEOIS Ellie,,marie SAVATE BOXE VICHY 3004,,DELAUNAY M?lyssa,,BOXE DES CHAMPS 79005,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-017,,,,Junior Women -60 kg,Women,Junior,60,under,poule,,DUPIN Nina,,BLAVOZY BOXE FRANCAISE 43007,,ESCALIE Julie,,HEROUVILLE INTER BOXES 14007,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-018,,,,Junior Women -60 kg,Women,Junior,60,under,poule,,FALAKI Ines,,BOXING CLUB 48 48003,,HELFER-LEBERT Mallaury,,ARTS MARTIAUX ESCHAU 67037,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-019,,,,Junior Women -60 kg,Women,Junior,60,under,poule,,LEBAY Alice,,SAVATE BOXING CLUB DUNKERQUE DA 59016,,MINOT Elsa,,SAVATE BOXE RENNAISE 35021,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-020,,,,Junior Women -60 kg,Women,Junior,60,under,poule,,NOURINE ELAID Ana,,K.A.J.Y.N. 75023,,RICHARD Laurie,,anne NOUVEAU CHEVALIER ROZE 13004,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-021,,,,Junior Women -65 kg,Women,Junior,65,under,poule,,BAUCHEZ Marguerite,,HEROUVILLE INTER BOXES 14007,,BERCHE Emma,,SLEC 59054,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-022,,,,Junior Women -65 kg,Women,Junior,65,under,poule,,BERTRAND Laetitia,,BF SAVERNE 67014,,COHEN-SANTI Ellie,,CERCLE DE BFERMONT 95003,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-023,,,,Junior Women -65 kg,Women,Junior,65,under,poule,,COSTE Camille,,SAVATE BOXE FRANCAISE ST MAXIMI 83016,,CROZ Jade,,SAVATE MONT BLANC 74017,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-024,,,,Junior Women -65 kg,Women,Junior,65,under,poule,,GADONNEIX Camille Amicale La?que Savate Boxe Fran?ais,,22013,,MOUNICHETTY Shantala,,SAVATE HYPER FIGHTING 31077,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-025,,,,Junior Women -65 kg,Women,Junior,65,under,poule,,PHAM QUANG Lucie,,C.S.A.K.B. 94015,,VUKOREP Anna,,IMPACTS 33 33001,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-026,,,,Junior Women -70 kg,Women,Junior,70,under,poule,,BROQUIERE Mylene,,ENERGY BOXING CLUB 31078,,LEONARD Mathilde,,BOXING CLUB LIFFREEN 35017,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-027,,,,Junior Women -70 kg,Women,Junior,70,under,poule,,MARCELLI Cl?mentine,,SVSBF VINCENNES 94008,,MARCHAND M?ritxell,,BF ST AMAND 16018,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-028,,,,Junior Women -70 kg,Women,Junior,70,under,poule,,MEUNIER Victoire,,LYON SAVATE 69002,,MEYER Ana?s Savate Esp?rance Wettolsheim,,68010,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-029,,,,Junior Women -70 kg,Women,Junior,70,under,poule,,NDIAYE Hourayratou,,LEVALLOIS SPORTING CLUB 92021,,SUDUL Charlotte,,CSA DU QUARTIER BONAPARTE 83026,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-030,,,,Junior Women -75 kg,Women,Junior,75,under,poule,,DODEMONT Anne-Lise,,ACBD AVORD 18003,,FERMON Lauriane,,SAVATE BOXING CLUB DUNKERQUE DA 59016,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-031,,,,Junior Women -75 kg,Women,Junior,75,under,poule,,NIARE Aissata,,KODIAK QUATRE VINGT QUINZE 95045,,RIBEIRO MARCELO Mathilde,,CAEN ETUDIANTS CLUB 14001,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-032,,,,Junior Women -75 kg,Women,Junior,75,under,poule,,SACCOH Kadidiatou U S,,CRETEIL 94002,,SCHULZE Roxanne,,LE LION SAMAURITAIN 38024,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-033,,,,Junior Men open,Men,Junior,,over,poule,,FWAMBA Muteba Orph?e,,CSA DU QUARTIER BONAPARTE 83026,,IPARRAGUIRRE Jonas S,,ATH OLYMPIQUE COLMAR 68002,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-034,,,,Junior Men open,Men,Junior,,over,poule,,LECAILLE Aurelien,,SAVATE BOXING CLUB DUNKERQUE DA 59016,,LEMAIRE Marc,,antoine LE PUY SAVATE BOXE 43005,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-035,,,,Junior Men open,Men,Junior,,over,poule,,MAGNIER Angels,,E.A.C. SAVATE 27009,,MERCIER Valentin,,SBF MIONNAY 1003,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-036,,,,Junior Men open,Men,Junior,,over,poule,,MOELO Gwendal,,BOXE SAVATE CLUB 56017,,QUESNE Hubert,,SERRIS VAL DEUROPE SAVATE 77052,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-037,,,,Junior Men -56 kg,Men,Junior,56,under,poule,,BOYER Mathis,,ASSO SPORTIVE D'OLLAINVILLE 91046,,CAZORLA Thomas,,COEUR DE BOXE 27018,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-038,,,,Junior Men -56 kg,Men,Junior,56,under,poule,,FORGET Mewen,,BOXE SAVATE CLUB 56017,,GABRIEL Mathias S,,ATH OLYMPIQUE COLMAR 68002,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-039,,,,Junior Men -56 kg,Men,Junior,56,under,poule,,HABA Benjamin,,USI SAVATE BF 63025,,LEVERNEY Enzo,,LE LION SAMAURITAIN 38024,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-040,,,,Junior Men -60 kg,Men,Junior,60,under,poule,,BADINAND Paul,,ESC BOXING CLUB 92029,,CEDELLE Rapha?l A I B,,95038,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-041,,,,Junior Men -60 kg,Men,Junior,60,under,poule,,CHERKI Tarek,,BF QUINQUIN OISE 59014,,COSTANDI Mathieu,,SENS ARTS MARTIAUX 89003,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-042,,,,Junior Men -60 kg,Men,Junior,60,under,poule,,DEFECHE Th?ophile S,,ATH OLYMPIQUE COLMAR 68002,,ELORZA MAUDES Xanti,,ENERGY BOXING CLUB 31078,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-043,,,,Junior Men -60 kg,Men,Junior,60,under,poule,,FAVERJON Morgan,,KBMA 29028,,HULIN Yannick,,SAVATE BOXING CLUB 74011,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-044,,,,Junior Men -65 kg,Men,Junior,65,under,poule,,BRONDEX Tanguy,,SAVATE MONT BLANC 74017,,CHADEYRAS Alan,,MENEZ-HOM KRAON BOXING CLUB 29023,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-045,,,,Junior Men -65 kg,Men,Junior,65,under,poule,,COSTA-CHAPEL Emanuel,,ARTS MARTIAUX ESCHAU 67037,,DELATRE Loic,,DIEPPE SAVATE BOXE FRANCAISE 76022,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-046,,,,Junior Men -65 kg,Men,Junior,65,under,poule,,DEMARETZ-AOUS (DEMARETZ) Jordan,,BF QUINQUIN OISE 59014,,KOU Lin,,pha BFS EN PERIGORD 24009,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-047,,,,Junior Men -65 kg,Men,Junior,65,under,poule,,PETEY Mathieu,,PUC BOXE ET CANNE 75047,,VIGIER Baptiste,,SC PAYS ST FLOUR 15001,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-048,,,,Junior Men -70 kg,Men,Junior,70,under,poule,,BEAUFILS Francois,,BOXING CLUB 28 28001,,BOUCHET Loup,,SAVATE CLUB DANGOULEME 16022,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-049,,,,Junior Men -70 kg,Men,Junior,70,under,poule,,DEL PUPPO Joel,,SBF DE CLUSES 74001,,DOYEN Hugo,,CSME - Boxe Française 93044,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-050,,,,Junior Men -70 kg,Men,Junior,70,under,poule,,HAKIMI Faouzi,,CORSAIRE BOXING 13055,,HAMONIC Romain,,DOJO CLUB JANZEEN 35016,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-051,,,,Junior Men -70 kg,Men,Junior,70,under,poule,,HAMOUICH EL MOHIDINE Yassin,,TOULOUSE MULTI-BOXE 31040,,MAGNIEZ Baptiste,,BFC CALAIS 62016,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-052,,,,Junior Men -70 kg,Men,Junior,70,under,poule,,MOBILIA Nicolas,,GRENOBLE BOXE FRANCAISE 38001,,PAUMIER Lucas,,CAEN ETUDIANTS CLUB 14001,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-053,,,,Junior Men -75 kg,Men,Junior,75,under,poule,,CALLEY David Savate Boxe Fran?aise Rougemont,,90008,,COURTOT Quentin Entente Sportive Aumaloise Boxe,,76024,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-054,,,,Junior Men -75 kg,Men,Junior,75,under,poule,,DIEMERT Sven,,BF SAVERNE 67014,,Savate Boxing,,73019,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-055,,,,Junior Men -75 kg,Men,Junior,75,under,poule,,GOULIER Simon,,LYON SAVATE 69002,,JANEIRO FORTES Inook,,MENEZ-HOM KRAON BOXING CLUB 29023,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-056,,,,Junior Men -75 kg,Men,Junior,75,under,poule,,JOUSSEAUME Soen,,TOULOUSE MULTI-BOXE 31040,,TORLET Sofiane,,WIGNEHIES SBC 59006,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-057,,,,Junior Men -75 kg,Men,Junior,75,under,poule,,TRAORE Ousmane U S,,CRETEIL 94002,,VACCARI Jason,,TEAM POLLUX FLAYOSCAIS 83011,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-058,,,,Junior Men -80 kg,Men,Junior,80,under,poule,,ARNAL Lorenzo,,SAVATE BOXING CLUB HERAULT 34058,,BERTRAND Christopher,,BF SAVERNE 67014,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-059,,,,Junior Men -80 kg,Men,Junior,80,under,poule,,BESOZZI Kevin,,PANAME BOXING CLUB 75092,,BONNET Gael Espoir Boxing Club,,33029,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-060,,,,Junior Men -80 kg,Men,Junior,80,under,poule,,CAOUS Soig,,TREGOR SAVATE CLUB 22016,,EVUORT Therry,,CAEN ETUDIANTS CLUB 14001,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-061,,,,Junior Men -80 kg,Men,Junior,80,under,poule,,FOVEAU Tom,,SLEC 59054,,HERRERA Antoine,,LA DOUA SAVATE BF 69051,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-062,,,,Junior Men -80 kg,Men,Junior,80,under,poule,,LAURO Romain,,BF PARADIS 13023,,RUIZ Josselin Savate Fit,,38035,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-063,,,,Junior Men -85 kg,Men,Junior,85,under,poule,,ALBERNI Florian,,ACADEMIE BF MONTPELLIER 34004,,BRUGIROUX Christopher,,PUNCH SAVATE GANNAT 3006,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-064,,,,Junior Men -85 kg,Men,Junior,85,under,poule,,DKAKI Sahaib,,COGNACAIS SAVATE BOXE FRANCAISE 16002,,FINET Damien,,BOXING CLUB GISORS 27004,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-065,,,,Junior Men -85 kg,Men,Junior,85,under,poule,,JAUFFRET Jean,,christophe SAVATE BF ST PIERRE DE CHANDIEU 69021,,KOBER Cedric,,SAVATE BOXE FRANCAISE ST MAXIMI 83016,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-066,,,,Junior Men -85 kg,Men,Junior,85,under,poule,,KUBLER Erwan,,B.F.S Boxe Française Savate Stras 67005,,LE GUEVEL David,,COTE DES LEGENDES LESNEVEN 29019,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-067,,,,Junior Men -85 kg,Men,Junior,85,under,poule,,MARINHO-GONCALVES Thomas,,ESPRIT SAVATE BOXE FRANCAISE 59060,,PELLET Nicolas Rivalist Boxing Club,,75107,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-068,,,,Junior Women open,Women,Junior,,over,poule,,CARON Maeva,,BFC CALAIS 62016,,CHEVILLARD Maelle,,BOXE SAVATE CLUB 56017,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-069,,,,Junior Women open,Women,Junior,,over,poule,,JEANNETEAU Léa,,BF ST AMAND 16018,,PEREZ Margot,,CO ULIS BFS 91004,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-070,,,,Junior Women open,Women,Junior,,over,poule,,ROUX Coralie,,GUC BF 38002,,TOMASIAN Celie,,TEAM SAVATE ASCIONE 13084,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-071,,,,Junior Women -56 kg,Women,Junior,56,under,poule,,DELAPLESSE Arwen,,MENEZ-HOM KRAON BOXING CLUB 29023,,EJRHOM Soliane,,PUNCH SAVATE CLUB 59033,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-072,,,,Junior Women -56 kg,Women,Junior,56,under,poule,,ESTRADE Charlotte,,SA MERIGNAC BF 33002,,JACQUART TROUFLEAU Caroline,,KRAKEN BOXING CLUB 91042,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-073,,,,Junior Women -56 kg,Women,Junior,56,under,poule,,NIBAUDEAU Maeva M J C,,SAVATE COTOISE 38023,,PERNET Lorene,,BF PARADIS 13023,,,,,,,,,,,unresolved,
open-de-france-individuel-par-equipe-2025,open-de-france-individuel-par-equipe-2025-074,,,,Junior Women -70 kg,Women,Junior,70,under,poule,,BORNER Anais Espoir Boxing Club,,33029,,DOCTRINAL Cecile Esprit Boxe et Défense,,60019,,,,,,,,,,,unresolved,
