tournament,bout_id,date,time,ring,category,gender,age_class,weight_kg,weight_bound,phase,poule,red,red_country,red_club,red_weighed,blue,blue_country,blue_club,blue_weighed,red_points,blue_points,red_warnings,blue_warnings,winner_corner,winner,loser,decision,decision_detail,status,result_source
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-056,,,,Men -70 kg,Men,,70,under,,,LEBEAU Victor,,BF PARADIS 13023,,LEGRAND Stephane,,SA MERIGNAC BF 33002,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-058,,,,Men -75 kg,Men,,75,under,,,AHOUE Anis,,USCRETEIL 94002,,BERTIN Lorenzo,,LA SAVATE CAPELLOISE 2007,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-059,,,,Men -75 kg,Men,,75,under,,,BOAILLON Axel,,FL LANESTER BF 56001,,BOUTIN Armand,,BOXE NANTAISE SAVATE 44018,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-061,,,,Men -75 kg,Men,,75,under,,,FARHAT Nicolas,,SAVATE BF ST PIERRE DE CHANDIEU 69021,,GOULIER Simon,,LYON SAVATE 69002,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-062,,,,Men -75 kg,Men,,75,under,,,LINDEMANN Laurent,,BF SAVERNE 67014,,MONTAUT Boris,,ASM Savate Boxe Française Pau 64023,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-063,,,,Men -75 kg,Men,,75,under,,,SANTALUCIA Irwan,,JSSO SAVATE BF DA 31012,,SCANZY Benjamin,,AS QUETIGNY 21005,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-064,,,,Men -80 kg,Men,,80,under,,,ARTBACK Jonathan,,NOUVEAU CHEVALIER ROZE 13004,,CHAZOT Remy,,ANNONAY SAVATE CLUB 7007,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-065,,,,Men -80 kg,Men,,80,under,,,DIALLO Mamadou saliou,,USCRETEIL 94002,,HERVIOU Sacha,,CAEN ETUDIANTS CLUB 14001,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-066,,,,Men -80 kg,Men,,80,under,,,JASONNE Jimmy,,FL LANESTER BF 56001,,MAILLARD Marty,,BOXE NANTAISE SAVATE 44018,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-070,,,,Men -85 kg,Men,,85,under,,,AZEVEDO OLIVEIRA Enzo,,BOXING CLUB GISORS 27004,,CHALLANDE Lilian,,SAVATE BF VILLETTOISE 38015,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-071,,,,Men -85 kg,Men,,85,under,,,COCHET Corentin,,BOXE SAVATE CLUB 56 56017,,DAMONVILLE Julien,,ECOLE SAVATE AGEN 47001,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-073,,,,Men -85 kg,Men,,85,under,,,KREITZ Rudy,,TEAM POLLUX FLAYOSCAIS 83011,,LUCAS Mathieu,,ARTS MARTIAUX VIRIAT 1013,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-v2-pdf,livret-de-competition-open-assaut-individuel-calais-v2-pdf-074,,,,Men -85 kg,Men,,85,under,,,MEKHOUEDJ Ylan,,GANT D’ARGENT LILLE SUD 59013,,MARCHI Jeremy,,BF VANDOEUVRE 54004,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b001,,,,Women F100,Women,,,,,,INFORMATIONS BENCHAIB Soumia A I B,,95038,,GROMER Emilie ATHLETIC BOXING CLUB,,33035,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b002,,,,Women F100,Women,,,,,,JOLIBIS DIEU Manon USCRETEIL,,94002,,PREVOT Romy BFC CALAIS,,62016,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b003,,,,Women -48 kg,Women,,48,under,,,BIENVENU Kelly LA SAVATE CAPELLOISE,,2007,,DELAIR Valentine SBF MIONNAY,,1003,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b004,,,,Women -48 kg,Women,,48,under,,,DELORAS-BILLOT Fantine GUC BF,,38002,,ECHAHRAWI-RICHEUX Selma TOULOUSE MULTI-BOXE,,31040,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b005,,,,Women -48 kg,Women,,48,under,,,HAMMA Lahna COOPYR SPORTIF,,75008,,LE COUEDIC Lena GANT DHERMINE VANNETAIS,,56005,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b006,,,,Women -48 kg,Women,,48,under,,,MALBROUCK Cassie ECOLE SAVATE AGEN,,47001,,PERRELLE Cecilia USM BLAINVILLE,,14004,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b007,,,,Women -52 kg,Women,,52,under,,,CHARTIER Elfie BF PARADIS,,13023,,DORST Clara OFP BOXE FRANCAISE,,54030,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b008,,,,Women -52 kg,Women,,52,under,,,FOUCHE Manon CAEN ETUDIANTS CLUB,,14001,,FREY Léna GANT DOR DE HOUILLES,,78029,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b009,,,,Women -52 kg,Women,,52,under,,,LE GALL Mélanie KBMA,,29028,,LEFEL Edwige CANNE SCHILTIGHEIM,,67013,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b010,,,,Women -52 kg,Women,,52,under,,,LEGLISE Anaelle SENS ARTS MARTIAUX,,89003,,MINOT Margot GUC BF,,38002,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b011,,,,Women -52 kg,Women,,52,under,,,NATIER Elyn SAVATE PORTELOISE,,62002,,RODARY Lola BILLOM BOXING CLUB,,63012,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b012,,,,Women -52 kg,Women,,52,under,,,SILVA Cindy ABC BOXING,,17007,,VIVET Jaiya VAILLANTE BF ANGERS,,49001,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b013,,,,Women -56 kg,Women,,56,under,,,APERT Jane VAILLANTE BF ANGERS,,49001,,GHIS Pauline BLAVOZY BOXE FRANCAISE,,43007,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b014,,,,Women -56 kg,Women,,56,under,,,JOLY Cali ABC BOXING,,17007,,LERAILLE Alana USCRETEIL,,94002,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b015,,,,Women -56 kg,Women,,56,under,,,LOBA Priscille TOULOUSE MULTI-BOXE,,31040,,MEZRAG Julie PANAME BOXING CLUB,,75092,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b016,,,,Women -56 kg,Women,,56,under,,,MONNET Yacine REC SAVATE BOXE FRANCAISE,,35012,,HAUTES VOSGES,,88007,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b017,,,,Women -56 kg,Women,,56,under,,,RICHER Nikita Fight Form Academy,,2010,,SEILLERY Oriane HEROUVILLE INTER BOXES,,14007,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b018,,,,Women -60 kg,Women,,60,under,,,BENEDETTO Julie ANNONAY SAVATE CLUB,,7007,,BORGEAUD Elodie BF OSTWALD,,67016,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b019,,,,Women -60 kg,Women,,60,under,,,CHEVALIER Amélie E.A.C. SAVATE,,27009,,POLLUX FLAYOSCAIS,,83011,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b021,,,,Women -60 kg,Women,,60,under,,,MINOT Elsa SAVATE BOXE RENNAISE,,35021,,PHAM QUANG Lucie C.S.A.K.B,,94015,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b022,,,,Women -60 kg,Women,,60,under,,,RAFFIER Lalie LE PUY SAVATE BOXE,,43005,,RIGAUD Charlotte Amicale Epernon Savate Sparnoni,,28003,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b023,,,,Women -60 kg,Women,,60,under,,,ROUSSEL Sophie BFC CALAIS,,62016,,SAVIGNE Audrey AS QUETIGNY,,21005,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b024,,,,Women -65 kg,Women,,65,under,,,BEIGUE Charlotte S. ATH OLYMPIQUE COLMAR,,68002,,DURRIOS Lauriane SBF STADE CLERMONTOIS,,63001,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b025,,,,Women -65 kg,Women,,65,under,,,HUCK Rosi Savate'Plaire,,62023,,LIBRINI-RACINE Juliette GUIPAVAS SAVATE BOXE FRANCAISE,,29029,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b026,,,,Women -65 kg,Women,,65,under,,,MEISSONNIER Margaux CANNE SCHILTIGHEIM,,67013,,MOINEAU Amelie BF ST AMAND,,16018,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b027,,,,Women -65 kg,Women,,65,under,,,du Petit Cau,,76025,,PECHADRE Faustine USCRETEIL,,94002,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b028,,,,Women -65 kg,Women,,65,under,,,VACARESSE Emma ABF SALON DE PROVENCE,,13017,,WASIELEWSKI Anne-lise VAILLANTE BF ANGERS,,49001,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b029,,,,Women -70 kg,Women,,70,under,,,BARRY Florence BLAVOZY BOXE FRANCAISE,,43007,,CISSE Fatima NEW OLYMPIQUE SAVATE,,69042,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b030,,,,Women -70 kg,Women,,70,under,,,DESTRIEUX Sophie CO ULIS BFS,,91004,,DUNKERQUE DA,,59016,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b031,,,,Women -70 kg,Women,,70,under,,,LIFFREEN,,35017,,MARCHAND Méritxell BF ST AMAND,,16018,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b032,,,,Women -70 kg,Women,,70,under,,,NICOLAS Margaux UNIVERS SAVATE,,4004,,RIVIERE Camille COEUR DE BOXE,,27018,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b033,,,,Women -70 kg,Women,,70,under,,,ROUSSEL Maeva SBF LEO LAGRANGE ARMENTIERES,,59012,,LEGRAND Angelina MONTPELLIER SBF,,34002,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b034,,,,Women -75 kg,Women,,75,under,,,GISORS,,27004,,CARRON Sandra MENEZ-HOM KRAON BOXING CLUB,,29023,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b035,,,,Women -75 kg,Women,,75,under,,,CIVIER Louise BLAVOZY BOXE FRANCAISE,,43007,,EL ABASSI Yousra Punchistes Savate Club,,75108,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b036,,,,Women -75 kg,Women,,75,under,,,NIARE Aissata KODIAK QUATRE VINGT QUINZE,,95045,,SPINNER Emilie S. ATH OLYMPIQUE COLMAR,,68002,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b037,,,,Men M150,Men,,,,,,AMOUGOU Pierre CERCLE BF MONTMORENCY,,95007,,AURE Loic ENERGY BOXING CLUB,,31078,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b038,,,,Men M150,Men,,,,,,BLON Yoann SAINT DOMINEUC BOXE FRANCAISE,,35020,,PIEMONT,,67019,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b039,,,,Men M150,Men,,,,,,JULIEN Boris BOXE NANTAISE SAVATE,,44018,,DUNKERQUE DA,,59016,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b040,,,,Men M150,Men,,,,,,LEVASSEUR Fabrice ABFS EURE,,27014,,Boxe Française Rethel,,8001,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b041,,,,Men M150,Men,,,,,,MERCIER Julien SBF LEO LAGRANGE ARMENTIERES,,59012,,Savate Boxing,,73019,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b042,,,,Men M150,Men,,,,,,PERFETTINI Romain SAVATE BF ST PIERRE DE CHANDIEU,,69021,,HAUTES VOSGES,,88007,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b043,,,,Men -56 kg,Men,,56,under,,,BOUABDELLAH Souheil B.F.S Boxe Française Savate Stras,,67005,,BOYER Mathis ASSO SPORTIVE D'OLLAINVILLE,,91046,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b044,,,,Men -56 kg,Men,,56,under,,,CAZORLA Thomas COEUR DE BOXE,,27018,,FORGET Mewen REC SAVATE BOXE FRANCAISE,,35012,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b045,,,,Men -56 kg,Men,,56,under,,,FOURNIER Noa SAVATE BOXE FRANCAISE ST MAXIMI,,83016,,HAMARNIA Ilyes SAM-SAVATE AMOIDIEU,,38034,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b047,,,,Men -60 kg,Men,,60,under,,,DUPONT Titouan PLACE BOXING CLUB,,83037,,GANT D’HERMINE VANNETAIS JUBIN Dywann,,56005,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b049,,,,Men -60 kg,Men,,60,under,,,Savate Boxe Française,,12009,,SAUVAJON Côme SAVATE VERCORS ALTITUDE,,38026,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b050,,,,Men -65 kg,Men,,65,under,,,CANU Mathis ABFS EURE,,27014,,CEDELLE Raphaël A I B,,95038,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b051,,,,Men -65 kg,Men,,65,under,,,POLLUX FLAYOSCAIS,,83011,,DUVIVIER Hugo BFC CALAIS,,62016,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b052,,,,Men -65 kg,Men,,65,under,,,FIGIERE Guillaume BLAVOZY BOXE FRANCAISE,,43007,,JEANNE Ferdinand REC SAVATE BOXE FRANCAISE,,35012,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b053,,,,Men -65 kg,Men,,65,under,,,KOU Lin pha BFS EN PERIGORD,,24009,,LACAUD Mattis REIMS BOXE FRANCAISE,,51003,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b054,,,,Men -65 kg,Men,,65,under,,,SCHLEMMER Stan Boxe francaise savate sommieres,,30055,,VIGIER Baptiste SBF STADE CLERMONTOIS,,63001,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b055,,,,Men -65 kg,Men,,65,under,,,XAVIER Victor BOXING SAVATE VILLENEUVOIS,,47013,,COURARD Amaury COMBBAGNEUX,,92012,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b056,,,,Men -70 kg,Men,,70,under,,,BREMNAR Kevin SAVATE PORTELOISE,,62002,,CARASSOU Tristan TOULOUSE MULTI-BOXE,,31040,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b057,,,,Men -70 kg,Men,,70,under,,,CHARPENTIER Hugo MENEZ-HOM KRAON BOXING CLUB,,29023,,COSSUTTA Adrien COOPYR SPORTIF,,75008,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b058,,,,Men -70 kg,Men,,70,under,,,DOLOTY Stanislas SBF MIONNAY,,1003,,KOPP Victor Saint fons gerland savate,,69040,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b059,,,,Men -70 kg,Men,,70,under,,,LEBEAU Victor BF PARADIS,,13023,,LEGRAND Stephane SA MERIGNAC BF,,33002,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b060,,,,Men -70 kg,Men,,70,under,,,LIPNICKI Sacha AS QUETIGNY,,21005,,MARCHAND-EMO Lorenzo Boxe Française de Cleres,,76019,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b061,,,,Men -75 kg,Men,,75,under,,,AHOUE Anis USCRETEIL,,94002,,BERTIN Lorenzo LA SAVATE CAPELLOISE,,2007,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b062,,,,Men -75 kg,Men,,75,under,,,BOAILLON Axel FL LANESTER BF,,56001,,BOUTIN Armand BOXE NANTAISE SAVATE,,44018,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b063,,,,Men -75 kg,Men,,75,under,,,Savate Boxing,,73019,,COURTOT Quentin Entente Sportive Aumaloise Boxe,,76024,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b064,,,,Men -75 kg,Men,,75,under,,,FARHAT Nicolas SAVATE BF ST PIERRE DE CHANDIEU,,69021,,GOULIER Simon LYON SAVATE,,69002,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b065,,,,Men -75 kg,Men,,75,under,,,LINDEMANN Laurent BF SAVERNE,,67014,,MONTAUT Boris ASM Savate Boxe Française Pau,,64023,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b066,,,,Men -75 kg,Men,,75,under,,,SANTALUCIA Irwan JSSO SAVATE BF DA,,31012,,SCANZY Benjamin AS QUETIGNY,,21005,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b067,,,,Men -80 kg,Men,,80,under,,,ARTBACK Jonathan NOUVEAU CHEVALIER ROZE,,13004,,CHAZOT Remy ANNONAY SAVATE CLUB,,7007,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b068,,,,Men -80 kg,Men,,80,under,,,DIALLO Mamadou saliou USCRETEIL,,94002,,HAUTES VOSGES,,88007,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b069,,,,Men -80 kg,Men,,80,under,,,HERVIOU Sacha CAEN ETUDIANTS CLUB,,14001,,JASONNE Jimmy FL LANESTER BF,,56001,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b070,,,,Men -80 kg,Men,,80,under,,,MAILLARD Marty BOXE NANTAISE SAVATE,,44018,,PADULA Thomas Boxe Française Académie,,82012,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b071,,,,Men -80 kg,Men,,80,under,,,PARMENTIER Flavien BOXING SAVATE CLUB,,62017,,PERRIN Didier SBF METZ,,57027,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b072,,,,Men -80 kg,Men,,80,under,,,RUIZ Josselin Savate Fit,,38035,,TARSIA Thomas SAVATE BF ST PIERRE DE CHANDIEU,,69021,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b073,,,,Men -85 kg,Men,,85,under,,,GISORS,,27004,,CHALLANDE Lilian SAVATE BF VILLETTOISE,,38015,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b075,,,,Men -85 kg,Men,,85,under,,,DELACROIX Maxime PSBF,,75098,,PIEMONT,,67019,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b076,,,,Men -85 kg,Men,,85,under,,,Savate Boxe Française,,12009,,POLLUX FLAYOSCAIS,,83011,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b077,,,,Men -85 kg,Men,,85,under,,,LUCAS Mathieu ARTS MARTIAUX VIRIAT,,1013,,MEKHOUEDJ Ylan,,59013,,,,,,,,,,,unresolved,
livret-de-competition-open-assaut-individuel-calais-pdf-2025,livret-de-competition-open-assaut-individuel-calais-pdf-2025-b078,,,,Men -85 kg,Men,,85,under,,,HAUTES VOSGES,,88007,,MARCHI Jeremy BF VANDOEUVRE,,54004,,,,,,,,,,,unresolved,
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-001,,,,Junior Women -52 kg,Women,Junior,52,under,,,IANNONE Leana,,DAMPMART BOXE FRANCAISE 77044,,JANOLI Lea,,SBF DE CLUSES 74001,,,,,,,,,,,unresolved,
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-003,,,,Junior Women -56 kg,Women,Junior,56,under,,,AGUILLE Marie,,DAMPMART BOXE FRANCAISE 77044,,BERGANDI Nina,,AS CORBEIL ESSONNES 91006,,,,,,,,,,,unresolved,
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-006,,,,Junior Women -65 kg,Women,Junior,65,under,,,SANGARE Adama,,REC SAVATE BOXE FRANCAISE 35012,,SERENA Fanny,,SAVATE BOXE ACADEMIE 66034,,,,,,,,,,,unresolved,
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-007,,,,Junior Men -60 kg,Men,Junior,60,under,,,LAURENT Medhi,,SVSBF VINCENNES 94008,,MONIOT Marius,,USI SAVATE BF 63025,,,,,,,,,,,unresolved,
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-008,,,,Junior Men -65 kg,Men,Junior,65,under,,,DONNAT Reïhan,,CO ULIS BFS 91004,,CLAIRSIN Simon,,PBFST 59042,,,,,,,,,,,unresolved,
livret-des-competitions-v1-open-dautomne-pdf,livret-des-competitions-v1-open-dautomne-pdf-009,,,,Junior Men -70 kg,Men,Junior,70,under,,,FATTORINI Yan,,STCM 26020,,GARNIER Arthur,,VERSAILLES BF 78018,,,,,,,,,,,unresolved,
